ID,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage_kms,Engine_cc,Power_bhp,Seats,New_Price_Lakh,Price,Price_Difference_Lakh
4720,Hyundai Accent GLE,Delhi,2012,56000,0,0,First,13.2,1495.0,94.0,5.0,20.48,2.45,18.03
4721,Maruti Alto 800 LXI,Pune,2013,30000,0,0,First,22.74,796.0,47.3,5.0,20.48,2.5,17.98
4722,Mercedes-Benz SL-Class SL 500,Kolkata,2010,35000,0,1,First,8.1,5461.0,387.3,2.0,20.48,29.5,-9.02
4723,Ford Ecosport 1.5 DV5 MT Titanium Optional,Jaipur,2013,92250,1,0,Second,22.7,1498.0,89.84,5.0,20.48,5.75,14.73
4724,Hyundai Xcent 1.2 VTVT E,Pune,2018,40000,0,0,First,20.14,1197.0,81.86,5.0,6.71,5.0,1.71
4725,Skoda Rapid 1.6 MPI AT Ambition Plus,Kochi,2014,96848,0,1,First,14.3,1598.0,103.6,5.0,20.48,4.62,15.86
4726,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2016,42000,1,1,First,15.73,1968.0,174.33,5.0,20.48,23.5,-3.0199999999999996
4727,Mahindra XUV500 W8 2WD,Kolkata,2013,55886,1,0,First,16.0,2179.0,140.0,7.0,20.48,7.25,13.23
4728,Hyundai Verna VTVT 1.6 SX Option,Kochi,2019,12336,0,0,First,17.0,1591.0,121.3,5.0,13.6,11.88,1.7199999999999989
4729,Hyundai Verna Xi (Petrol),Chennai,2009,60000,0,0,Third,13.9,1599.0,103.2,5.0,20.48,2.25,18.23
4730,Ford Ikon 1.6 CLXI,Pune,2003,83000,0,0,Second,14.2,1597.0,92.0,5.0,20.48,0.85,19.63
4731,Nissan Micra Active XV,Pune,2018,24000,0,0,First,19.69,1198.0,67.04,5.0,6.99,4.0,2.99
4732,Honda Brio VX AT,Pune,2016,32198,0,1,First,16.5,1198.0,86.8,5.0,20.48,5.1,15.38
4733,Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,2014,92247,1,0,First,12.99,2494.0,100.6,7.0,20.48,12.5,7.98
4734,Volkswagen Vento 1.5 TDI Highline,Chennai,2011,121311,1,0,First,20.64,1498.0,108.5,5.0,14.32,2.9,11.42
4735,Mahindra XUV500 W10 AWD,Coimbatore,2016,66296,1,0,First,16.0,2179.0,140.0,7.0,20.48,15.96,4.52
4736,Hyundai Xcent 1.2 Kappa AT SX Option,Mumbai,2015,41000,0,1,First,16.9,1197.0,82.0,5.0,20.48,5.45,15.030000000000001
4737,Ford Endeavour 2.2 Trend MT 4X4,Kochi,2017,38681,1,0,First,13.5,2198.0,157.7,7.0,20.48,23.86,-3.379999999999999
4738,Chevrolet Spark 1.0 LT,Kochi,2008,43761,0,0,First,18.0,995.0,62.0,5.0,20.48,1.75,18.73
4739,Maruti Ertiga SHVS VDI,Hyderabad,2017,17400,1,0,First,24.52,1248.0,88.5,7.0,20.48,9.75,10.73
4740,Honda Amaze S i-Dtech,Bangalore,2013,61510,1,0,First,25.8,1498.0,98.6,5.0,20.48,4.75,15.73
4741,Honda City i VTEC S,Delhi,2014,60000,0,0,First,17.4,1497.0,117.3,5.0,20.48,6.25,14.23
4742,Mini Cooper Countryman D,Bangalore,2014,35165,1,1,Second,23.8,1998.0,112.0,5.0,20.48,22.0,-1.5199999999999996
4743,Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,2016,41617,0,1,First,14.53,1794.0,138.1,5.0,20.48,14.14,6.34
4745,Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,65000,0,1,First,13.7,1798.0,157.75,5.0,20.48,11.95,8.530000000000001
4746,Maruti Wagon R LXI BS IV,Delhi,2011,68000,0,0,First,18.9,998.0,67.1,5.0,20.48,2.5,17.98
4747,Hyundai i10 Era 1.1,Mumbai,2013,49000,0,0,First,19.81,1086.0,68.05,5.0,20.48,2.75,17.73
4748,Tata Tiago 1.2 Revotron XT Option,Coimbatore,2019,16698,0,0,First,23.84,1199.0,84.0,5.0,6.21,5.85,0.3600000000000003
4749,Maruti Baleno Zeta 1.2,Ahmedabad,2016,30965,0,0,First,21.4,1197.0,83.1,5.0,20.48,6.25,14.23
4750,Volkswagen Vento 1.6 Highline,Mumbai,2014,56058,0,0,First,15.04,1598.0,103.2,5.0,20.48,4.95,15.530000000000001
4751,Hyundai Grand i10 1.2 Kappa Sportz Option,Pune,2017,15356,0,0,First,18.9,1197.0,81.86,5.0,20.48,4.75,15.73
4752,Ford Figo Diesel EXI,Delhi,2013,54000,1,0,First,20.0,1399.0,68.05,5.0,20.48,2.55,17.93
4753,Honda Civic 2010-2013 1.8 V AT Sunroof,Pune,2011,47000,0,1,Second,13.9,1799.0,130.3,5.0,20.48,4.5,15.98
4754,Maruti Alto 800 LXI,Kochi,2015,21652,0,0,First,22.74,796.0,47.3,5.0,20.48,3.01,17.47
4755,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,2016,52000,1,1,First,15.68,1999.0,177.0,5.0,74.49,42.0,32.489999999999995
4756,Audi A6 2.7 TDI,Kolkata,2010,35010,1,1,First,12.4,2698.0,179.5,5.0,20.48,11.5,8.98
4757,Mercedes-Benz E-Class 280 CDI,Hyderabad,2006,76662,1,1,First,11.0,2987.0,198.5,5.0,20.48,10.99,9.49
4758,Honda City 1.5 V AT Exclusive,Jaipur,2009,89000,0,1,First,17.0,1497.0,118.0,5.0,20.48,3.71,16.77
4759,Honda CR-V 2.4 4WD AT,Jaipur,2006,80000,0,1,Third,10.1,2354.0,152.0,5.0,20.48,2.0,18.48
4760,Maruti Ciaz 1.3 Alpha,Kochi,2018,39023,1,0,First,28.09,1248.0,88.5,5.0,20.48,9.48,11.0
4761,Maruti Wagon R LXI,Jaipur,2004,62000,0,0,Second,18.9,998.0,67.1,5.0,20.48,1.25,19.23
4762,Hyundai Creta 1.6 CRDi SX Option,Jaipur,2015,78046,1,0,First,19.67,1582.0,126.2,5.0,20.48,10.9,9.58
4763,Maruti Ciaz VDi Plus SHVS,Kolkata,2015,34400,1,0,First,28.09,1248.0,88.5,5.0,20.48,5.5,14.98
4764,Hyundai EON D Lite Plus,Coimbatore,2016,64624,0,0,First,21.1,814.0,55.2,5.0,20.48,3.71,16.77
4765,Maruti Ertiga VXI,Mumbai,2014,69192,0,0,First,16.02,1373.0,93.7,7.0,20.48,6.25,14.23
4766,Volkswagen Vento Diesel Highline,Chennai,2012,55000,1,0,First,20.54,1598.0,103.6,5.0,20.48,4.9,15.58
4767,Honda City 1.5 GXI,Mumbai,2005,81000,0,0,Second,12.8,1493.0,100.0,5.0,20.48,1.1,19.38
4768,Volkswagen Polo Petrol Trendline 1.2L,Kochi,2016,36733,0,0,First,16.47,1198.0,73.9,5.0,20.48,4.72,15.760000000000002
4770,Mercedes-Benz GLA Class 200 CDI,Mumbai,2016,43022,1,1,First,17.9,2143.0,136.0,5.0,20.48,24.85,-4.370000000000001
4771,Hyundai Santa Fe 4X2,Jaipur,2013,74000,1,0,First,14.66,2199.0,194.3,7.0,20.48,12.25,8.23
4772,Maruti Swift VDI,Kolkata,2014,47000,1,0,First,22.9,1248.0,74.0,5.0,20.48,3.9,16.580000000000002
4773,Hyundai Elite i20 Sportz Plus,Kochi,2017,37460,0,0,First,18.6,1197.0,81.86,5.0,8.03,6.28,1.7499999999999991
4774,Mahindra Xylo E8 BS IV,Mumbai,2011,130000,1,0,First,14.0,2498.0,112.0,8.0,20.48,2.75,17.73
4775,Hyundai Grand i10 Asta Option,Coimbatore,2017,31576,0,0,First,18.9,1197.0,82.0,5.0,20.48,7.85,12.63
4776,Volkswagen Vento Petrol Highline,Mumbai,2011,66000,0,0,First,15.04,1598.0,103.6,5.0,20.48,2.95,17.53
4777,Honda Accord 2.4 A/T,Mumbai,2008,79000,0,1,Second,11.7,2354.0,177.6,5.0,20.48,4.85,15.63
4778,Mercedes-Benz S-Class S 350 d,Bangalore,2011,47140,1,1,Second,13.5,2925.0,281.61,5.0,1.71,30.0,-28.29
4779,Mercedes-Benz B Class B200 CDI,Bangalore,2016,36610,1,1,First,15.0,2143.0,107.3,5.0,20.48,19.9,0.5800000000000018
4780,Hyundai Creta 1.6 SX Option Diesel,Bangalore,2016,93000,1,0,First,20.5,1582.0,126.2,5.0,19.18,10.8,8.379999999999999
4781,Maruti Alto LXI,Hyderabad,2007,52195,0,0,First,19.7,796.0,46.3,5.0,20.48,1.75,18.73
4782,Audi A3 35 TDI Premium,Mumbai,2016,20003,1,1,First,20.38,1968.0,143.0,5.0,20.48,19.25,1.2300000000000004
4783,Renault Duster 85PS Diesel RxL,Delhi,2013,66314,1,0,First,19.87,1461.0,83.8,5.0,20.48,5.5,14.98
4784,Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2009,76000,1,0,First,17.8,1399.0,68.0,5.0,20.48,2.75,17.73
4785,Hyundai Creta 1.6 SX Plus Diesel,Bangalore,2015,29000,1,0,First,19.67,1582.0,126.2,5.0,20.48,13.0,7.48
4786,Ford Figo Diesel ZXI,Mumbai,2011,30000,1,0,First,20.0,1399.0,68.0,5.0,20.48,3.2,17.28
4787,Volkswagen Polo Petrol Highline 1.6L,Coimbatore,2013,56526,0,0,First,15.26,1598.0,103.5,5.0,20.48,5.84,14.64
4788,Volvo V40 D3 R Design,Hyderabad,2015,38000,1,1,Second,16.8,1969.0,150.0,5.0,37.9,24.0,13.899999999999999
4789,Hyundai Verna SX CRDi AT,Chennai,2012,41000,1,1,First,19.08,1582.0,126.32,5.0,20.48,6.25,14.23
4790,BMW 7 Series 2007-2012 730Ld,Hyderabad,2009,53000,1,1,First,14.49,2993.0,258.0,5.0,20.48,36.0,-15.52
4791,Mitsubishi Lancer GLXD,Chennai,2003,125000,1,0,Third,14.8,1998.0,68.0,5.0,20.48,3.0,17.48
4792,Toyota Fortuner 3.0 Diesel,Chennai,2010,242000,1,0,First,11.5,2982.0,171.0,7.0,20.48,11.0,9.48
4793,Maruti Ciaz VDi Plus,Chennai,2015,90000,1,0,First,26.21,1248.0,88.5,5.0,20.48,6.5,13.98
4794,Maruti Vitara Brezza VDi Option,Hyderabad,2018,11000,1,0,First,24.3,1248.0,88.5,5.0,20.48,9.4,11.08
4795,BMW 3 Series Luxury Line,Kochi,2018,21936,1,1,First,21.76,1995.0,190.0,5.0,58.67,37.92,20.75
4796,Volkswagen Vento Petrol Highline AT,Pune,2013,41000,0,1,First,14.4,1598.0,103.6,5.0,20.48,5.25,15.23
4797,Hyundai i20 1.2 Asta,Chennai,2011,47000,0,0,First,17.0,1197.0,80.0,5.0,20.48,4.5,15.98
4798,BMW X5 3.0d,Chennai,2009,110000,1,1,First,11.0,2993.0,235.0,5.0,20.48,18.0,2.4800000000000004
4799,Hyundai Xcent 1.2 Kappa S,Coimbatore,2015,45960,0,0,First,19.1,1197.0,82.0,5.0,20.48,5.56,14.920000000000002
4800,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Bangalore,2013,48000,1,1,First,14.21,2143.0,203.0,5.0,20.48,22.0,-1.5199999999999996
4801,Land Rover Freelander 2 SE,Hyderabad,2011,68000,1,1,First,12.39,2179.0,147.51,5.0,20.48,22.0,-1.5199999999999996
4802,Hyundai i10 Magna,Mumbai,2011,41000,0,0,First,20.36,1197.0,78.9,5.0,20.48,2.65,17.830000000000002
4803,Hyundai Verna 1.6 SX CRDi (O),Jaipur,2013,69573,1,0,Second,22.32,1582.0,126.32,5.0,20.48,5.85,14.63
4804,Volkswagen Jetta 2012-2014 2.0L TDI Highline,Chennai,2012,115000,1,0,First,19.33,1968.0,138.1,5.0,20.48,6.95,13.530000000000001
4805,Mahindra XUV500 W8 2WD,Kolkata,2012,47629,1,0,First,15.1,2179.0,140.0,7.0,20.48,6.5,13.98
4806,Maruti Omni 8 Seater BSII,Jaipur,2004,66624,0,0,Third,19.7,796.0,35.0,8.0,20.48,0.85,19.63
4807,Skoda Superb Style 1.8 TSI AT,Delhi,2013,80000,0,1,Second,14.67,1798.0,177.46,5.0,32.54,7.25,25.29
4808,Maruti Swift VDI,Pune,2012,94868,1,0,First,22.9,1248.0,74.0,5.0,20.48,4.5,15.98
4809,Mahindra Scorpio 2.6 LX,Mumbai,2010,76477,1,0,First,10.5,2179.0,120.0,8.0,20.48,4.25,16.23
4810,Mercedes-Benz GLA Class 200 Sport Edition,Chennai,2016,28000,0,1,First,13.7,1991.0,183.0,5.0,20.48,26.0,-5.52
4811,Mahindra Thar CRDe,Coimbatore,2017,28599,1,0,First,16.55,2498.0,105.0,6.0,11.71,9.66,2.0500000000000007
4812,Renault Duster 110PS Diesel RxZ,Bangalore,2013,45348,1,0,Second,19.01,1461.0,108.45,5.0,20.48,6.85,13.63
4813,Audi Q5 2008-2012 2.0 TDI,Coimbatore,2013,80127,1,1,First,12.8,1968.0,167.6,5.0,20.48,23.68,-3.1999999999999993
4814,Land Rover Freelander 2 SE,Delhi,2013,68000,1,1,Second,12.39,2179.0,147.51,5.0,20.48,15.75,4.73
4815,Volkswagen Vento Diesel Comfortline,Pune,2012,75000,1,0,Third,20.54,1598.0,103.6,5.0,20.48,3.5,16.98
4816,BMW 5 Series 2003-2012 540i Sedan,Delhi,2006,48000,0,1,Second,11.62,2979.0,306.0,5.0,20.48,6.99,13.49
4817,Hyundai Elantra CRDi SX,Coimbatore,2019,41871,1,0,First,22.7,1582.0,126.2,5.0,20.48,15.57,4.91
4818,Tata Sumo EX,Coimbatore,2015,84931,1,0,First,15.3,2956.0,83.8,7.0,20.48,5.29,15.190000000000001
4819,Datsun redi-GO T,Kolkata,2016,15000,0,0,First,22.7,799.0,53.64,5.0,3.98,2.25,1.73
4820,BMW X5 xDrive 30d,Chennai,2009,110000,1,1,First,11.7,2993.0,245.0,5.0,20.48,20.0,0.4800000000000004
4821,BMW 6 Series 630i Coupe,Mumbai,2011,5900,0,1,First,7.94,4395.0,450.0,4.0,20.48,47.5,-27.02
4822,Maruti Alto Vxi 1.1,Chennai,2002,103653,0,0,Second,18.9,1061.0,47.0,5.0,20.48,1.22,19.26
4823,Volkswagen Polo Petrol Comfortline 1.2L,Chennai,2012,64806,0,0,First,16.47,1198.0,73.9,5.0,20.48,3.65,16.830000000000002
4824,Datsun GO Plus A,Pune,2016,35000,0,0,First,20.62,1198.0,67.0,7.0,20.48,3.1,17.38
4825,Hyundai Creta 1.6 VTVT S,Bangalore,2016,40000,0,0,First,15.29,1591.0,121.3,5.0,20.48,11.5,8.98
4826,Maruti Alto K10 VXI,Kochi,2015,23876,0,0,First,24.07,998.0,67.1,5.0,4.09,3.46,0.6299999999999999
4827,Hyundai Santa Fe 4X4,Coimbatore,2013,67901,1,0,First,14.66,2199.0,194.3,7.0,20.48,8.38,12.1
4828,Volkswagen Polo GT TDI,Pune,2014,68865,1,0,First,15.11,1598.0,103.6,5.0,20.48,4.8,15.68
4829,Honda Amaze S i-Dtech,Pune,2014,71000,1,0,Second,25.8,1498.0,98.6,5.0,20.48,4.5,15.98
4831,Maruti Swift VDI,Kolkata,2014,25000,1,0,First,22.9,1248.0,74.0,5.0,20.48,3.95,16.53
4832,Skoda Rapid 1.6 TDI Ambition,Hyderabad,2012,180000,1,0,First,20.5,1598.0,103.5,5.0,20.48,3.65,16.830000000000002
4833,Mercedes-Benz E-Class 280 CDI,Mumbai,2005,131000,1,1,First,11.0,2987.0,198.5,5.0,20.48,10.0,10.48
4834,Mahindra Scorpio SLE BSIV,Delhi,2011,65000,1,0,Second,12.05,2179.0,120.0,8.0,20.48,4.0,16.48
4835,Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,117777,1,0,First,21.64,1461.0,84.8,5.0,20.48,4.75,15.73
4836,Maruti Swift Dzire VXi,Bangalore,2009,65000,0,0,Second,17.5,1298.0,85.8,5.0,20.48,3.1,17.38
4837,Hyundai EON Sportz,Kochi,2017,46897,0,0,First,21.1,814.0,55.2,5.0,20.48,3.61,16.87
4838,Honda Brio S MT,Coimbatore,2015,36695,0,0,First,19.4,1198.0,86.8,5.0,20.48,4.29,16.19
4839,Nissan Micra XV Primo,Kolkata,2011,43000,0,0,First,18.06,1198.0,75.0,5.0,20.48,2.13,18.35
4840,Maruti Alto LXi BSII,Mumbai,2008,54000,0,0,First,19.7,796.0,46.3,5.0,20.48,1.1,19.38
4841,BMW 3 Series 320d,Hyderabad,2011,89000,1,1,First,22.69,1995.0,190.0,5.0,47.2,13.95,33.25
4842,Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,7000,0,0,First,16.47,1198.0,74.0,5.0,20.48,5.35,15.13
4843,Maruti Celerio LXI,Hyderabad,2014,58470,0,0,First,23.1,998.0,67.04,5.0,20.48,3.9,16.580000000000002
4844,Maruti Wagon R VXI 1.2,Kolkata,2014,37000,0,0,First,21.5,1197.0,81.8,5.0,5.56,2.8,2.76
4845,Maruti Ciaz ZDi Plus,Mumbai,2016,29000,1,0,First,26.21,1248.0,88.5,5.0,20.48,8.75,11.73
4846,Audi A4 2.0 TDI,Hyderabad,2013,52000,1,1,First,16.55,1968.0,147.51,5.0,20.48,19.5,0.9800000000000004
4847,Honda Brio S MT,Kolkata,2013,32807,0,0,First,19.4,1198.0,86.8,5.0,20.48,2.75,17.73
4848,Mahindra Scorpio VLX 2WD AT BSIV,Hyderabad,2013,86000,1,1,First,11.79,2179.0,120.0,8.0,20.48,8.0,12.48
4849,Honda City i DTEC V,Delhi,2014,66500,1,0,First,26.0,1498.0,98.6,5.0,20.48,5.7,14.780000000000001
4850,BMW X1 sDrive20d,Ahmedabad,2012,94000,1,1,First,17.05,1995.0,184.0,5.0,20.48,12.5,7.98
4851,Chevrolet Spark 1.0 LT,Chennai,2011,29000,0,0,Second,18.0,995.0,62.0,5.0,20.48,1.75,18.73
4852,Ford Figo Diesel EXI,Chennai,2010,107389,1,0,Second,20.0,1399.0,68.0,5.0,20.48,1.9,18.580000000000002
4853,Maruti Swift VXI BSIV,Ahmedabad,2015,36100,0,0,First,20.4,1197.0,81.8,5.0,20.48,4.5,15.98
4854,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,2015,16329,1,1,First,19.27,2143.0,170.0,5.0,20.48,30.3,-9.82
4855,Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2014,36000,1,1,First,19.3,1968.0,141.0,5.0,20.48,16.0,4.48
4856,BMW X3 xDrive20d xLine,Kochi,2017,41816,1,1,First,18.56,1995.0,190.0,5.0,20.48,32.78,-12.3
4857,Hyundai EON Era Plus,Jaipur,2015,54680,0,0,First,21.1,814.0,55.2,5.0,20.48,2.5,17.98
4858,Audi A4 35 TDI Technology,Hyderabad,2017,14000,1,1,First,18.25,1968.0,187.74,5.0,55.61,43.0,12.61
4859,Ford Figo 2015-2019 1.2P Titanium MT,Kochi,2017,23977,0,0,First,18.16,1196.0,86.8,5.0,20.48,5.38,15.100000000000001
4860,Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,30131,0,0,First,20.92,998.0,67.1,5.0,20.48,2.65,17.830000000000002
4861,Maruti Alto 800 2016-2019 VXI,Hyderabad,2017,2530,0,0,First,24.7,796.0,47.3,5.0,20.48,3.3,17.18
4862,Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2015,39000,1,1,First,19.27,2143.0,167.62,5.0,20.48,34.0,-13.52
4863,Hyundai Santro D Lite,Chennai,2001,140000,0,0,Third,20.3,1086.0,68.0,5.0,4.55,0.7,3.8499999999999996
4864,Hyundai Xcent 1.1 CRDi S,Kochi,2017,32257,1,0,First,24.4,1120.0,71.0,5.0,20.48,6.83,13.65
4865,Honda Amaze S i-Dtech,Kochi,2016,46983,1,0,First,25.8,1498.0,98.6,5.0,20.48,5.77,14.71
4866,Maruti Swift Vdi BSIII,Chennai,2008,107000,1,0,Second,17.8,1248.0,75.0,5.0,20.48,3.1,17.38
4867,Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2017,19000,0,0,First,16.2,1199.0,74.0,5.0,20.48,4.95,15.530000000000001
4868,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,88000,1,1,First,17.11,1968.0,174.33,5.0,20.48,16.25,4.23
4869,Land Rover Range Rover 3.6 TDV8 Vogue SE,Coimbatore,2012,84384,1,1,First,10.2,4367.0,308.0,7.0,20.48,52.54,-32.06
4870,Mahindra XUV500 W8 2WD,Chennai,2011,128000,1,0,Third,16.0,2179.0,140.0,7.0,20.48,6.4,14.08
4871,Ford Endeavour 2.5L 4X2,Bangalore,2011,71000,1,0,Third,13.1,2499.0,141.0,7.0,20.48,6.95,13.530000000000001
4872,Tata Indica V2 DLX,Kolkata,2008,50000,1,0,First,17.2,1396.0,53.5,5.0,20.48,0.85,19.63
4873,Maruti Baleno Alpha,Chennai,2016,16000,0,0,First,21.4,1197.0,83.1,5.0,8.8,6.95,1.8500000000000005
4874,Hyundai Xcent 1.1 CRDi Base,Kolkata,2017,82000,1,0,First,24.4,1120.0,71.0,5.0,20.48,3.45,17.03
4875,Honda Civic 2006-2010 1.8 S MT,Delhi,2008,80000,0,0,First,13.5,1799.0,130.0,5.0,20.48,2.75,17.73
4876,Hyundai i20 Sportz Option 1.2,Delhi,2015,36000,0,0,Second,18.6,1197.0,81.83,5.0,20.48,4.95,15.530000000000001
4877,Tata Nexon 1.2 Revotron XZ Plus,Coimbatore,2018,17477,0,0,First,17.0,1198.0,108.5,5.0,11.13,9.62,1.5100000000000016
4878,Hyundai i20 Sportz 1.2,Coimbatore,2016,16725,0,0,First,18.6,1197.0,81.83,5.0,20.48,6.79,13.690000000000001
4879,Maruti Swift Dzire ZXI,Mumbai,2014,48241,0,0,First,19.1,1197.0,85.8,5.0,20.48,4.5,15.98
4880,Maruti Wagon R LXI,Kochi,2014,52431,0,0,First,22.5,998.0,67.04,5.0,4.59,3.01,1.58
4881,Hyundai i20 Sportz 1.4 CRDi,Bangalore,2012,68000,1,0,First,21.9,1396.0,88.76,5.0,20.48,4.4,16.08
4882,Toyota Fortuner 4x2 AT,Hyderabad,2012,158000,1,1,First,12.55,2982.0,168.5,7.0,20.48,17.49,2.990000000000002
4883,Hyundai i10 Sportz,Coimbatore,2014,31446,0,0,First,20.36,1197.0,78.9,5.0,20.48,4.66,15.82
4884,Hyundai Grand i10 Asta,Chennai,2015,25000,0,0,First,18.9,1197.0,82.0,5.0,20.48,5.5,14.98
4885,Hyundai i20 Asta 1.2,Ahmedabad,2016,57000,0,0,First,18.6,1197.0,81.83,5.0,20.48,6.0,14.48
4887,Maruti Vitara Brezza ZDi Plus,Kochi,2018,57078,1,0,First,24.3,1248.0,88.5,5.0,11.58,10.19,1.3900000000000006
4888,Honda Amaze S i-Dtech,Kochi,2016,47471,1,0,First,25.8,1498.0,98.6,5.0,20.48,5.25,15.23
4889,Mercedes-Benz M-Class ML 250 CDI,Hyderabad,2014,50000,1,1,First,15.26,2143.0,203.2,5.0,20.48,45.0,-24.52
4890,Hyundai i20 Sportz Diesel,Ahmedabad,2010,62000,1,0,First,23.0,1396.0,90.0,5.0,20.48,2.7,17.78
4891,Hyundai i10 Era,Coimbatore,2013,65807,0,0,First,19.81,1086.0,68.05,5.0,20.48,3.39,17.09
4892,Maruti Swift Dzire VDI,Hyderabad,2014,81768,1,0,First,26.59,1248.0,74.0,5.0,20.48,5.69,14.79
4893,BMW Z4 2009-2013 Roadster 2.5i,Kochi,2018,9952,0,1,First,10.37,2979.0,306.0,2.0,20.48,58.54,-38.06
4894,Maruti Baleno Alpha Diesel,Hyderabad,2017,24000,1,0,First,27.39,1248.0,74.0,5.0,10.63,8.4,2.2300000000000004
4895,Chevrolet Beat Diesel,Hyderabad,2012,72921,1,0,First,25.44,936.0,57.6,5.0,20.48,2.5,17.98
4896,Honda Brio V MT,Pune,2012,59000,0,0,First,19.4,1198.0,86.8,5.0,20.48,3.25,17.23
4897,Ford Figo Diesel Titanium,Mumbai,2014,33000,1,0,Second,20.0,1399.0,68.05,5.0,20.48,3.25,17.23
4898,Maruti Celerio VXI AT,Pune,2016,36789,0,1,First,23.1,998.0,67.04,5.0,20.48,4.25,16.23
4899,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Jaipur,2014,41000,1,1,First,14.84,2143.0,170.0,5.0,20.48,18.5,1.9800000000000004
4901,Honda Brio S MT,Jaipur,2015,46650,0,0,First,19.4,1198.0,86.8,5.0,20.48,4.25,16.23
4902,Maruti Baleno Alpha CVT,Mumbai,2018,3000,0,1,First,21.4,1197.0,83.1,5.0,10.3,8.85,1.450000000000001
4903,Hyundai EON Sportz,Coimbatore,2014,14799,0,0,First,21.1,814.0,55.2,5.0,20.48,4.14,16.34
4905,Hyundai i20 1.4 CRDi Sportz,Hyderabad,2015,68525,1,0,First,23.0,1396.0,90.0,5.0,20.48,7.0,13.48
4906,Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2018,15000,1,1,First,10.91,3198.0,197.0,7.0,20.48,33.0,-12.52
4907,Honda City i-VTEC VX,Ahmedabad,2017,29000,0,0,First,17.4,1497.0,117.3,5.0,12.68,10.0,2.6799999999999997
4908,Maruti SX4 ZDI,Kochi,2012,77407,1,0,Second,21.5,1248.0,88.8,5.0,20.48,3.53,16.95
4909,Chevrolet Optra Magnum 1.6 LS Petrol,Jaipur,2007,118000,0,0,First,12.9,1598.0,102.5,5.0,20.48,1.35,19.13
4910,Volkswagen Vento Diesel Highline,Delhi,2013,75000,1,0,First,20.54,1598.0,103.6,5.0,20.48,4.5,15.98
4911,Honda City V MT,Pune,2012,69000,0,0,First,16.8,1497.0,116.3,5.0,20.48,4.9,15.58
4912,Hyundai Creta 1.6 CRDi SX Option,Kochi,2016,52553,1,0,First,19.67,1582.0,126.2,5.0,20.48,12.26,8.22
4913,Hyundai Xcent 1.1 CRDi SX,Mumbai,2014,58000,1,0,Second,24.4,1120.0,71.0,5.0,20.48,3.99,16.490000000000002
4914,Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2017,24000,1,1,First,17.9,2143.0,170.0,5.0,59.77,46.95,12.82
4915,Ford Figo Diesel EXI,Hyderabad,2015,65542,1,0,First,20.0,1399.0,68.0,5.0,20.48,3.8,16.68
4916,Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Ahmedabad,2013,68008,1,0,Second,15.0,1896.0,105.0,5.0,20.48,6.75,13.73
4917,Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,22251,1,0,First,18.49,1493.0,100.0,7.0,20.48,8.75,11.73
4918,Ford Ecosport 1.5 Ti VCT MT Titanium,Chennai,2013,55000,0,0,Second,15.8,1499.0,110.0,5.0,20.48,5.2,15.280000000000001
4919,Hyundai Verna 1.6 SX VTVT (O),Kochi,2017,19387,0,0,First,17.1,1591.0,121.3,5.0,20.48,8.42,12.06
4921,Hyundai i20 Sportz 1.2,Mumbai,2016,24001,0,0,First,18.6,1197.0,81.83,5.0,20.48,5.75,14.73
4922,Audi A4 New 2.0 TDI Multitronic,Kolkata,2008,17000,1,1,First,15.2,1968.0,140.8,5.0,20.48,9.75,10.73
4923,Nissan Micra Active XV S,Delhi,2015,28500,0,0,First,19.49,1198.0,67.04,5.0,20.48,3.5,16.98
4924,Mercedes-Benz M-Class ML 250 CDI,Jaipur,2014,66000,1,1,First,15.26,2143.0,203.2,5.0,20.48,30.0,-9.52
4925,Land Rover Discovery Sport TD4 S,Delhi,2017,22000,1,1,First,12.83,2179.0,147.5,5.0,20.48,35.0,-14.52
4926,Hyundai Creta 1.6 SX Option Executive,Coimbatore,2018,44383,0,0,First,15.8,1591.0,121.3,5.0,17.7,13.25,4.449999999999999
4927,Skoda Rapid 1.6 TDI Active,Mumbai,2013,45000,1,0,First,20.5,1598.0,103.5,5.0,20.48,3.65,16.830000000000002
